id,tweet,username,created_at,random
1.26201E+18,"Ini dia langkah mudah untuk menjaga keamanan akun kamu! Pelajari selengkapnya di  https://t.co/cnOKehqDRY, Toppers!   -  #SahabatTerbaikToppers  #TokopediaCare",tokopediacare,2020-05-17 20:35:40 SE Asia Standard Time,0.49859892
1.26386E+18,"@bangsatesate @M97Naufal @Ragil_Nh @kitabisacom Kepo, ArunikaIndonesia mengaku di @TokopediaCare ada di Jakbar, tp di Invoice berada di Jaksel? Dan penggalang dana membeli di ArunikaIndonesia via @Tokopedia .. Gw pernah baca ttg money laundry, caranya penggalang dana belanja di tokonya sendiri/kenalannya. tp gw lupa bukunya  https://t.co/pxigbMogMd",huwietan,2020-05-22 23:08:59 SE Asia Standard Time,0.962703455
1.26266E+18,"@sondy110 Hai Kak Sondyadi, maaf ya buat kendalanya. Saat ini Jola bantu follow up ke penjual dan pihak kurir terlebih dulu ya agar mendapatkan konfirmasi terkait pesanan Kakak. Mohon menunggu ya Kak dan kalau ada perkembangan info akan disampaikan kembali melalui pesan ini. Thanks^^",tokopediacare,2020-05-19 15:11:51 SE Asia Standard Time,0.116551692
1.26337E+18,@PapaMisterius Maaf ya Kak. Boleh infoimn detail video kendala yang sudah diunggah ke  https://t.co/fzeILb0Tfx dan infokan link videonya lewat DM Twitter agar bisa dicek lebih lanjut ya. Makasih,tokopediacare,2020-05-21 14:10:54 SE Asia Standard Time,0.90409659
1.26332E+18,"@TokopediaCare Waduh, kebetulan ini saya dropship jadi tidak punya resi fisik. Invoice INV/20200517/XX/V/545574044 Resi JNE 013790162267920",herimarjuki58,2020-05-21 11:00:01 SE Asia Standard Time,0.540944342
1.26195E+18,"@rizqiraiz Hai Kak, mohon cek DM ya. Makasi. :)",tokopediacare,2020-05-17 16:15:11 SE Asia Standard Time,0.524224554
1.26228E+18,"@aladin_aldin Hai Kak Din, maaf atas ketidaknyamanannya. Bisa infokan Ersya nomor invoice transaksi pembelian voucher Prakerjanya terlebih dahulu ya Kak agar dibantu pengecekan lebih lanjut. Thanks",tokopediacare,2020-05-18 14:00:39 SE Asia Standard Time,0.502936732
1.26267E+18,"Min @TokopediaCare, mohon dibantu follow up ke JNE dong, ini paketan keju chedar keburu meleleh kepanasan di gudang JNE. Padahal pake YES..",rezzasirastaman,2020-05-19 15:44:07 SE Asia Standard Time,0.897617764
1.26303E+18,"@TokopediaCare Kurma ajwa, kurma sukari, kurma khidri #NgabuburitWithLuv",dorayak10,2020-05-20 16:07:46 SE Asia Standard Time,0.02660048
1.26219E+18,"@chhbs_ Hai Kak, mengenai kendalanya kami bantu jawab melalui DM ya. Thanks",tokopediacare,2020-05-18 08:18:57 SE Asia Standard Time,0.619901525
1.26266E+18,"@stevyahya --- transaksinya batal. Dikarenakan udah melebihi estimasi, Lita bantu laporkan kepada Tim Official Store Tokopedia Care terlebih dahulu ya Kak. Boleh tunggu dulu. Makasih",tokopediacare,2020-05-19 15:41:32 SE Asia Standard Time,0.559598342
1.26366E+18,"@benroyan Hai Kak, Dinda sarankan bisa cek DM ya untuk update kendalanya. Thx",tokopediacare,2020-05-22 09:48:00 SE Asia Standard Time,0.271171383
1.26323E+18,@TokopediaCare 1. KURMA AJWA. 2. KURMA SAFAWI 3  KURMA THOORY #NgabuburitWithLuv,trans237,2020-05-21 05:23:52 SE Asia Standard Time,0.271280013
1.26304E+18,"@TokopediaCare Kurma ajwa, kurma sukari, kurma khalasah #NgabuburitWithLuv",dorayak10,2020-05-20 16:18:39 SE Asia Standard Time,0.971732855
1.26199E+18,"@umri____ Hai Kak, untuk kendala Kakak sudah Alva bantu respons di DM ya. Yuk Kak bisa dicek DM Kakak ya. Thanks.",tokopediacare,2020-05-17 18:43:02 SE Asia Standard Time,0.435576353
1.26343E+18,@TokopediaCare Jawaban nya adalah: a. Sosial media. b. Live chat. c. Pusat resolusi. d. Pusat bantuan.  #NgabuburitWithLuv   Semoga menang Amin x6,alnux,2020-05-21 18:28:35 SE Asia Standard Time,0.813987358
1.26231E+18,"@maulsays Halo Kak Rachmad, jika Helmi cek pihak kurir akan melakukan pickup pada tanggal 18 Mei 2020 pukul 18:10 WIB. Helmi mohon kesediaan Kakak untuk menunggu terlebih dahulu ya Kak. Thanks.",tokopediacare,2020-05-18 16:24:37 SE Asia Standard Time,0.165751011
1.26301E+18,"@TokopediaCare Permintaan pembeli ini kak Jd setelah aku terima pesanan, dia tanya yg cepet kurir apa Trs minta ganti J&amp;T Klo Tokopedia bs bantu ubah kurir lewat sistem gak? Atau tetap resi manual?  No invoice INV/20200520/XX/V/547396009  https://t.co/UG22sDaMS6",jae_scskiv,2020-05-20 14:45:49 SE Asia Standard Time,0.195762436
1.26226E+18,@TokopediaCare CEK DM,luqbaehaqi,2020-05-18 12:46:43 SE Asia Standard Time,0.781048226
1.26336E+18,"@TokopediaCare Siang, mohon bantuannya untuk mencancel order INV/20200521/XX/V/547976363  Total sudah ada 11 driver (grab &amp; gojek) yang menghubungi saya.  Sejak tadi pagi saya komplen ke tokped tidak ada tindak lanjut sama sekali.",aryhidayat99,2020-05-21 14:00:34 SE Asia Standard Time,0.48069322
1.26235E+18,@TokopediaCare tolong balas DM dari pagi.,marchsun_t,2020-05-18 18:50:04 SE Asia Standard Time,0.075700161
1.26324E+18,@TokopediaCare 1. KURMA MAZAFATI 2. KURMA SAFAWI 3  KURMA KHADRAWI   #NgabuburitWithLuv,trans237,2020-05-21 05:27:55 SE Asia Standard Time,0.89970894
1.26306E+18,"@TokopediaCare hai tokped, udah transfer buat voucher game psn, tp kok blm dapet ya kodenya",satrioprbw,2020-05-20 18:08:40 SE Asia Standard Time,0.53264029
1.26323E+18,@TokopediaCare 1. Kurma Ajwa 2. Kurma Ambera 3. Kurma Barhi 4. Kurma Dayri 5. Kurma Deglet Noor 6. Kurma Halawy 7. Kurma Khudri 8. Kurma Medjool #NgabuburitWithLuv  #NgabuburitWithLuv,si_zlatan,2020-05-21 04:49:33 SE Asia Standard Time,0.004907792
1.26262E+18,"@dimasip Hai Kak Dimas. Untuk kendalanya, sudah kami bantu jawab d DM ya. Yuk Kak cek DMnya. Thanks",tokopediacare,2020-05-19 12:48:41 SE Asia Standard Time,0.711351759
1.26296E+18,"@cacaancat Hai Kak Caca, mohon maaf atas ketidaknyamanannya ya. Lulu bantu pengecekan, terkait kendala tersebut mohon dapat menginfokan alamat email yang terdaftar ya untuk kami bantu pengecekan lebih lanjut. Ditunggu kembali ya Kak. Thanks.",tokopediacare,2020-05-20 11:29:32 SE Asia Standard Time,0.177992205
1.26308E+18,@TokopediaCare Kak tolong bantu balas DM yaa thankyou,greatestkl,2020-05-20 19:25:52 SE Asia Standard Time,0.608548573
1.26207E+18,@TokopediaCare Maksudnya gimana ya?,enviicii,2020-05-18 00:06:46 SE Asia Standard Time,0.76137636
1.26347E+18,@TokopediaCare cek dm min,arbiriantono,2020-05-21 21:12:21 SE Asia Standard Time,0.122641894
1.26241E+18,Cek dm @TokopediaCare bosen ih komplen kurir mulu,arisghfari,2020-05-18 23:02:27 SE Asia Standard Time,0.806660302
1.26257E+18,@TokopediaCare ok trims,milidenia,2020-05-19 09:07:32 SE Asia Standard Time,0.281859008
1.26302E+18,"@b_sudarsono @TokopediaCare Siang kak Bambang, terkait informasinya sudah dibalas oleh admin Bob via DM kak, untuk saat ini mohon ditunggu sesuai estimasinya dahulu ya, jika sudah batas estimasi paketnya belum diterima, mohon konfirmasi kembali agar admin bantu laporkan untuk paketnya ya kak. Trims ^Denis",jnecare,2020-05-20 15:07:35 SE Asia Standard Time,0.165443524
1.26235E+18,@TokopediaCare cek dm min,ciquellexio,2020-05-18 18:34:37 SE Asia Standard Time,0.90440897
1.26224E+18,@TokopediaCare cek Dm..,teguhp330,2020-05-18 11:24:16 SE Asia Standard Time,0.729174827
1.2634E+18,"@TokopediaCare min saran, tolong ada fiture report statistik per Etalase min",whysooseriously,2020-05-21 16:03:49 SE Asia Standard Time,0.116021286
1.26333E+18,@TokopediaCare Sudah saya kirimjan semua invoicenya 2 kali di dm,cynelvirey,2020-05-21 11:41:24 SE Asia Standard Time,0.919150094
1.2634E+18,"@TokopediaCare INV/20200520/XX/V/547571652 bukan salah tokped kok, saya udah sering dikecewain sama kurir 1 ini.",rheza13,2020-05-21 16:23:11 SE Asia Standard Time,0.531198285
1.2626E+18,@arikrisnaaa @pelepaspenatt @eoiau @TokopediaCare Sangat menyesal ambil Arkademi susah di hubungi jadi menghambat sekali,minati_minori,2020-05-19 11:26:50 SE Asia Standard Time,0.696981808
1.26345E+18,"@MohCipto1 Terkait transaksi Kakak, jika dicek saat ini telah selesai pada tanggal 2020-05-21 pukul 15:20 WIB ya. Thanks.",tokopediacare,2020-05-21 19:30:42 SE Asia Standard Time,0.758553899
1.26204E+18,Admin @TokopediaCare mohon bantuan kasus program cicilan saya kenapa jadi tagihan full. Sudah satu bulan tidak berubah.,ikhouvanjow,2020-05-17 22:03:07 SE Asia Standard Time,0.498580257
1.26257E+18,@TokopediaCare cek dmm,triasnugraha1,2020-05-19 09:40:41 SE Asia Standard Time,0.965249161
1.26244E+18,Halooo @anteraja_id paketan saya di @tokopedia  sudah 3x24 jam tidak di pickup. Di komplen ke @TokopediaCare kaga ada perkembangan. Aku kudu piye?,kuntooooo,2020-05-19 00:39:51 SE Asia Standard Time,0.376934407
1.26342E+18,@TokopediaCare Hayyy @TokopediaCare  Jawabnya : ▶Sosial Media ▶Live Chat ▶Pusat Resolusi ▶Pusat Bantuan .  .  #NgabuburitWithLuv,dewieratna7,2020-05-21 17:52:15 SE Asia Standard Time,0.622538154
1.26372E+18,"@vikaip26 Hai Kak, cek DM ya. Thanks",tokopediacare,2020-05-22 13:32:51 SE Asia Standard Time,0.80077484
1.26241E+18,"Gue nanya apaan dijawab apaan, lama lg jawabnnya. KEBIASAAN PAKE BOT. karyawan live chat nya di cek ya @tokopedia @TokopediaCare  https://t.co/pPS1ii8FOC",sofyanvika,2020-05-18 23:06:10 SE Asia Standard Time,0.732599013
1.26187E+18,"@ikaryulianti Makasih atas lampirannya ya Kak Ika. Wigya sudah bantu follow up kurir atas kendala yang dialami ya Kak sehingga boleh tunggu dahulu ya. Nantinya jika telah terdapat update info maka akan disampaikan kembali kepada Kakak. Selain itu, Wigya cek--",tokopediacare,2020-05-17 10:58:17 SE Asia Standard Time,0.565048768
1.26254E+18,"@mbulansasi Hai Kak @mbulansasi , terkait kendalanya mohon bantu infokan screenshot notifikasi kendala saat ingin menambahkan data Kartu Kredit dan juga email yg terhubung dengan akun Tokopedia Kakak melalui DM untuk kami bantu cek lebih lanjut. Terima kasih. ^Cica",tokopediacare,2020-05-19 07:44:16 SE Asia Standard Time,0.656920893
1.26236E+18,@FLOWERRGUK @Raikatopination @TokopediaCare miminnya lg teraweh,biackswannie,2020-05-18 19:23:05 SE Asia Standard Time,0.396476632
1.26311E+18,"@anggak1804 Hai Kak Angga, maaf atas kendala yang terjadi ya. Bisa lampirkan dulu screenshot kendalanya kak guna kami cek lebih lanjut. Thanks",tokopediacare,2020-05-20 21:13:57 SE Asia Standard Time,0.348229792
1.26323E+18,@TokopediaCare 1. KURMA AJWA 2. KURMA SAFAWI 3  KURMA KHUDRI #NgabuburitWithLuv,trans237,2020-05-21 05:25:59 SE Asia Standard Time,0.764316697
1.26347E+18,Oh ini yg namanya customer oriented @TokopediaCare @JNECare??,michlans,2020-05-21 21:05:33 SE Asia Standard Time,0.430694285
1.26258E+18,"@Erwin_zwardy ---Karena, lampiran yg Kakak kasih blm ada persetujuan pembeli dan utk kendala barang blm dipickup sebelumnya dicek saat ini sdh dlm pengiriman dgn keterangan Paket keluar dari Jakarta Utara [CKL Udara] di tgl 18-May-2020 pkl 07:39 WIB. Yuk cek menu Sedang Dikirimnya Kak. Thanks.",tokopediacare,2020-05-19 10:10:57 SE Asia Standard Time,0.65765719
1.26335E+18,"@syafanisa Hai Kak Anisa, perihal tersebut sebelumnya bisa Azka infokan bahwa untuk nominal biaya kirim yang ditanggung oleh Tokopedia untuk fitur Bebas Ongkir yang berlaku pada pengiriman Reguler adalah sebesar Rp 20.000 (dua puluh ribu Rupiah) untuk pengiriman Intraisland --",tokopediacare,2020-05-21 13:05:45 SE Asia Standard Time,0.78033155
1.2638E+18,@TokopediaCare Pusat resolusi sampah! Dari pagi ga ada jawaban udah 3x chat,rizky_db,2020-05-22 19:06:10 SE Asia Standard Time,0.230376227
1.26343E+18,@TokopediaCare Jawaban nya adalah: a. Sosial media. b. Live chat. c. Pusat resolusi. d. Pusat bantuan.  #NgabuburitWithLuv   Semoga menang Amin x5,alnux,2020-05-21 18:28:14 SE Asia Standard Time,0.908193053
1.26367E+18,"@TokopediaCare min, bagaimana cara batalin komplen orderan saya INV/20200516/XX/V/544697633 .. barang sudah sampai ke pemilik yg sbnarnya..",takyid_dian,2020-05-22 10:29:38 SE Asia Standard Time,0.228015071
1.26358E+18,@TokopediaCare Bukan pengirimannya mas. Tp barang yg tdk sesuai dengan pesanan. Barangnya d kirim sebagian saja tp penjual ngotot bahwa barangnya lengkap dan ga mau mengakui klo barangnya itu kurang. Kan ngeheee bgt tuh.  https://t.co/fQlBlfBz5I,evamariaa25,2020-05-22 04:23:14 SE Asia Standard Time,0.94009544
1.26373E+18,"@TokopediaCare @RRRifqi Yg ada kendalanya saya. Pantesan gak dibales yg saya-_- udah clear, abangnya udh sampe toto tadi",puteputeran,2020-05-22 14:04:07 SE Asia Standard Time,0.90555686
1.26201E+18,"@TokopediaCare Kadang kalau saya lagi search product, kok seperti ini ya?  Apakah ada yang salah?  https://t.co/LyKwXzJEhJ",yogasaja79,2020-05-17 20:31:07 SE Asia Standard Time,0.023715732
1.26387E+18,"@rizky_db Hai Kak, maaf atas keterlambatan respons kami ya. Kami memahami kekecewaan yang Kakak rasakan. Perihal kendalanya, sekarang sudah selesai dari Pusat Resolusi sejak tanggal 22/05/2020 pukul 23:09 WIB dengan solusi pengembalian dana ke Pembeli sebesar Rp 83.400 ya. --",tokopediacare,2020-05-22 23:36:11 SE Asia Standard Time,0.323518606
1.26224E+18,@wirantichaOP Yuk cek DM nya Kak :),tokopediacare,2020-05-18 11:25:14 SE Asia Standard Time,0.622940851
1.26296E+18,@AFunandar -- Miwa arahkan Kakak untuk melampirkan resi pengiriman retur maksimal tanggal 26 Mei 2020 pukul 09:10 WIB agar kendala tidak tertutup secara otomatis dengan peneruasan dana ke pihak Penjual. Thanks:),tokopediacare,2020-05-20 11:03:28 SE Asia Standard Time,0.25791023
1.2627E+18,"@sbhxxii Hai Kak, perihal kendalanya sudah Yuri bantu sampaikan via DM ya Kak. Yuk cek DM :)",tokopediacare,2020-05-19 18:18:47 SE Asia Standard Time,0.250444113
1.26236E+18,"@Theresia_eL Hai Kak Theresia, cek DM yuk. Carlen sudah respons di DM. Thanks :)",tokopediacare,2020-05-18 19:44:19 SE Asia Standard Time,0.970535779
1.26245E+18,@tamyputra @YLKI_ID @MediaKonsumenID @TokopediaCare @jokowi @metpoliceuk @KataKonsumen @JNECare koplok udah di lakban ho saya. Jadi gabisa retur. Tanggung jawab dong,nuriumsiyanto,2020-05-19 01:25:58 SE Asia Standard Time,0.792281512
1.26263E+18,"@TokopediaCare Tolong bantu batalkan pesanan ini karena sudah 8x24 jam pesanan belum juga diserahkan ke kurir (status menunggu pickup terus2an), seller tidak merespon chat sama sekali INV/20200511/XX/V/541277964",rhshinobi,2020-05-19 13:28:13 SE Asia Standard Time,0.192173017
1.26191E+18,@TokopediaCare kok ini gagal dpt CBnya ya ka txn pertama INV/20200513/XX/V/542955225,msnaldi,2020-05-17 14:00:58 SE Asia Standard Time,0.004566195
1.26295E+18,"@moe_jovich Hai Kak Iyay, maaf atas ketidaknyamanannya ya. Bisa Cisco infokan kalau penjual memiliki batas waktu konfirmasi pengiriman yaitu maksimal  3×24 jam sejak pesanan baru diterima penjual. Kalau Cisco cek Kakak juga sudah klik Ajukan Pembatalan, --",tokopediacare,2020-05-20 10:30:26 SE Asia Standard Time,0.024511639
1.2623E+18,@TokopediaCare DM dari siapa ? Gak ada DM dari pihak tokped,anakodox,2020-05-18 15:34:42 SE Asia Standard Time,0.26719656
1.26246E+18,"@Kuntooooo Hai Kak Kunto, sudah dibantu respon di DM ya. Bantu cek ya Kak. Thanks",tokopediacare,2020-05-19 02:02:40 SE Asia Standard Time,0.048402599
1.26216E+18,"@TokopediaCare @TokopediaCare Enak sekali ya Tokopedia, waktu bola ditangan kalian, kalian butuh waktu 5 sampai 7x24 jam. Waktu bola di tangan customer, kalian cuma beri waktu 1x24 jam untuk upload video yg besarnya 700MB. Belum mempertimbangkan kesibukan yang lain dari customer.",albert_aliong,2020-05-18 06:13:43 SE Asia Standard Time,0.82771387
1.26384E+18,"@royal_bred Hai Kak, maaf atas kendalanya ya. Perihal kendalanya saat ini di Pusat Resolusi masih menunggu respons penjual untuk konfirmasi penerimaan barang retur maksimal 2x24 jam hari kerja sejak tanggal 22 Mei 2020 pukul 12:34 WIB. Mohon menunggu ya. Makasih :)",tokopediacare,2020-05-22 21:15:20 SE Asia Standard Time,0.314881735
1.2638E+18,"@catime_ Hai Kak Vivi, Cicio sudah balas DM Kakak ya, yuk cek kembali. Trims.",tokopediacare,2020-05-22 19:06:07 SE Asia Standard Time,0.684665473
1.26306E+18,@TokopediaCare Mohon info lagi karena status sudah di warehouse bandung,zeinharis,2020-05-20 18:07:38 SE Asia Standard Time,0.308972108
1.26373E+18,"@TokopediaCare Channel yang bisa digunakan untuk menghubungi tim @TokopediaCare : 1. Social Media -&gt; Twitter, Instagram, dan Facebook 2. Live Chat 3. Pusat Resolusi 4. Pusat Bantuan #NgabuburitWithLuv #NgabuburitWithLuv  #NgabuburitWithLuv  #NgabuburitWithLuv  #NgabuburitWithLuv  💙 ^^  https://t.co/Q9Nr1czxUq",ririnwahyu_,2020-05-22 14:03:02 SE Asia Standard Time,0.196842362
1.26241E+18,"@herunurahmad Hai Kak Heru, kendala Kakak saat ini sudah Senno respons di DM ya. Yuk cek DM Kakak dan selanjutnya bisa membalas DM yang telah Senno kirimkan ya. Thanks.",tokopediacare,2020-05-18 22:46:40 SE Asia Standard Time,0.126029902
1.26264E+18,@ElvinLie_ -- https://t.co/w2ZF23ohAd ya Kak. Semoga infonya membantu. Thanks :),tokopediacare,2020-05-19 14:04:59 SE Asia Standard Time,0.24051351
1.2638E+18,@TokopediaCare respon dm dong,febryxsetiadhy,2020-05-22 19:03:45 SE Asia Standard Time,0.615598236
1.26241E+18,"@iihenrii Hai Kak Henri, Cek DM Yuk Kak. Thanks :)",tokopediacare,2020-05-18 22:34:29 SE Asia Standard Time,0.950509788
1.26304E+18,@TokopediaCare kurma sukari kurma turnisia yang ada di indomarer kurma ajwa  satu lagi ada nih jenis kurma ya unik yaitu : kurmau dia. hiyaa #NgabuburitWithLuv,kimzaahn,2020-05-20 16:28:34 SE Asia Standard Time,0.415619298
1.26183E+18,"@TokopediaCare @dezinfectant nih TCA 100% ada di tokopedia..  cek di sini, min:  https://t.co/x1YXWjLsBe di toko GREAT STORE GROSIR  https://t.co/VjCj1qewz6",satsukyhiruta,2020-05-17 08:19:33 SE Asia Standard Time,0.566793465
1.26263E+18,"Halo @TokopediaCare, bisa investigasi invoice terkait? (INV/20200514/XX/V/543427441). Mohon respon via DM ya. Thanku",wonderyash,2020-05-19 13:41:32 SE Asia Standard Time,0.761682026
1.26327E+18,@TokopediaCare Kurma Ajwa Kurma Halawi Kurma Barari Kurma Khadrawi Kurma Sukari Kurma Sekki Kurma Dayri Kurma Khudri Kurma Barhi Kurma Mazafati Kurma Zahidi Kurma Thoory Kurma Safawi #NgabuburitWithLuv  Ayo ikutan @retno_arist ✍️,na_aleeya,2020-05-21 07:55:38 SE Asia Standard Time,0.78952262
1.26191E+18,"Hallo @TokopediaCare @JNECare tolong donk dipercepat investigasinya. Udh 4 hr dr pelaporan, dan 13 hr dr pengiriman. Klo ga jelas, cancel aja, saya may uang saya kembali. Butuh buat beli barang yg saya sudah pesan.",unihrini,2020-05-17 13:31:19 SE Asia Standard Time,0.974063712
1.26293E+18,"@TokopediaCare halo kak , saya ada kendala dimana sudah melakukan pembayaran namun pihak toko dan saya tidak bisa melihat adanya transaksi di daftar pembelian  https://t.co/x7KYmoauwq",bcnekakkzndn,2020-05-20 09:00:50 SE Asia Standard Time,0.534996703
1.26345E+18,@TokopediaCare Cek dm,inggarpermana27,2020-05-21 19:26:56 SE Asia Standard Time,0.521009869
1.26194E+18,@TokopediaCare min ini sy dpt evoucher. Nah pas mau sy redeem kok akun tidak memenuhi syarat? Padahal sy udah akil baliq lho,ris_aaris,2020-05-17 15:38:18 SE Asia Standard Time,0.531431918
1.26298E+18,"@debomar4 Hai Kak, Abim udah bantu respons via DM. Yuk cek DM Kakak ya. Thanks",tokopediacare,2020-05-20 12:29:02 SE Asia Standard Time,0.97275454
1.26225E+18,"@adp_ras --Silakan untuk menunggu, jika ada info akan kami sampaikan kembali. Semoga kendala Kakak segera teratasi ya. Thanks :)",tokopediacare,2020-05-18 12:05:51 SE Asia Standard Time,0.098970456
1.26295E+18,"@Salom_ Hai Toppers, mohon maaf atas ketidaknyamanannya ya, Lulu bantu pengecekan. Terkait kendala tersebut mohon dapat menginfokan bukti transaksinya ya agar bisa kami bantu pengecekan lebih lanjut. Ditunggu kembali ya Kak. Thanks.",tokopediacare,2020-05-20 10:27:52 SE Asia Standard Time,0.277818592
1.26379E+18,Help me @TokopediaCare cek dm,flowcatime_,2020-05-22 18:07:12 SE Asia Standard Time,0.930828195
