id,tweet,username,created_at
1006988757755523073,"@TokopediaCare Iya benar invoice tersebut, saya sudah meminta bantuan dan menulis pesan agar resolusi tersebut ditutup karena sudah selesai, mohon bantuannya utk dipercepat proses penutupannya agar penjual dapat menerima pembayarannya",arvine_conquest,2018-06-14 02:56:43 SE Asia Standard Time
1006986369799999488,@AddV31 -- terlebih dahulu ya Kak. Thanks ^Dika,tokopediacare,2018-06-14 02:47:14 SE Asia Standard Time
1006986326854590470,"@AddV31 Mohon maaf sebelumnya Kak. Sesuai dengan informasi kami sebelumnya, kami sarankan untuk menghubungi pihak contac center JNE di nomor (021) 2927 8888 dan menginformasikan nomor resi 5402861800015768 guna menginformasikan kepada pihak JNE alamat lengkap tujuan pengiriman Kakak --",tokopediacare,2018-06-14 02:47:03 SE Asia Standard Time
1006983615404748805,"@Miners__ Baik Kak, terima kasih atas saran dan masukannya. Masukan Kakak akan menjadi bahan pertimbangan untuk Tokopedia agar dapat semakin berkembang dan memberikan pelayanan yang semakin baik kepada para Toppers di masa mendatang. ^Dika",tokopediacare,2018-06-14 02:36:17 SE Asia Standard Time
1006980358900977664,"@Miners__ -- dikarenakan terdapat kata ""Pez"" pada produk pez women urine sehingga muncul produk tersebut ya Kak. Jika bukan hal tersebut maksud Kakak maka silakan informasikan detail pertanyaan Kakak ya. Thanks ^Dika",tokopediacare,2018-06-14 02:23:21 SE Asia Standard Time
1006980304555446274,"@Miners__ Hai Kak, mohon maaf sebelumnya. Apakah yang Kakak maksudkan adalah kesalahan kolom pencarian yang dimana Kakak melakukan pencarian permen Pez namun muncul produk pez women urine? Jika iya, kami informasikan bahwa kolom pencarian memfilter berdasarkan nama produk ya Kak, --",tokopediacare,2018-06-14 02:23:08 SE Asia Standard Time
1006968173608960000,@diijun07 -- Kakak dapat klik tombol Lapor pada kolom diskusi yang berkendala terelebih dahulu. Thanks ^Indra,tokopediacare,2018-06-14 01:34:55 SE Asia Standard Time
1006968124418215946,"@diijun07 Kami sangat mengerti atas kendala Kakak, saat ini telah kami bantu untuk meneruskan kepada tim back office kami untuk dilakukan pengecekan lebih lanjut, mohon kesediaanya menunggu ya Kak. Jika nantinya berkendala serupa --",tokopediacare,2018-06-14 01:34:44 SE Asia Standard Time
1006964990027419648,@AddV31 -- yakni Kakak sebagai pihak penerima disarankan untuk menghubungi pihak contac center JNE di nomor (021) 2927 8888 dan menginformasikan nomor resi 5402861800015768 guna menginformasikan kepada pihak JNE alamat lengkap tujuan pengiriman ya Kak. Thanks ^Dika,tokopediacare,2018-06-14 01:22:16 SE Asia Standard Time
1006964926731243520,"@AddV31 Hai Kak, mohon maaf sebelumnya. Saat ini transaksi Kakak dengan nomor invoice INV/20180605/XVIII/VI/168930437 mengalami kendala pengiriman dikarenakan alamat tidak lengkap Kak. Kami juga sudah membantu menghubungi layanan contact center JNE dan informasi yang kami dapatkan --",tokopediacare,2018-06-14 01:22:01 SE Asia Standard Time
1006964682257657856,"@TokopediaCare Tolong di follow up, sudah sangat merugikan saya.",ksatriajun,2018-06-14 01:21:03 SE Asia Standard Time
1006963177446346752,@diijun07 -- melaporkan komentar yang sama tetapi komentar tetap masih ada Kakak dapat menunggu respons dari tim kami yang sedang melakukan pengecekan lebih lanjut atas pelaporan tersebut. Thanks ^Indra,tokopediacare,2018-06-14 01:15:04 SE Asia Standard Time
1006963128700162049,"@diijun07 Hai Kak, maaf ya atas kendala tersebut, kami tidak dapat menghapus komentar dari pihak pembeli, tetapi Kakak dapat klik simbol titik tiga pada kolom komentar yang hendak dilaporkan untuk dilakukan proses pengecekan oleh tim back office kami. Jika sebelumnya Kakak sudah --",tokopediacare,2018-06-14 01:14:53 SE Asia Standard Time
1006958677671084033,"@TokopediaCare Saya sudah berkali-kali melaporkan dia tapi gak di respon, tolong hapus komentar dia di diskusi produk saya, sangat mengganggu.  https://t.co/RsG33SpVNQ",ksatriajun,2018-06-14 00:57:11 SE Asia Standard Time
1006948750106021888,"@abrahampurba_ Terima Kasih kembali ya Kak, kami turut senang Kakak mempercayakan Tokopedia dalam transaksi yang Kakak lakukan. Thanks ^Indra",tokopediacare,2018-06-14 00:17:44 SE Asia Standard Time
1006947298520248321,"@anwar31489142 Dana tersebut masih dalam proses pemindahan ya dan cek berkala pada saldo Tokopedianya. Kalau nantinya sudah lebih dari 1x24 jam hari kerja masih berkendala, bisa menghubungi kami kembali. Thanks ^Dono",tokopediacare,2018-06-14 00:11:58 SE Asia Standard Time
1006942564031688704,@TokopediaCare Belum bisa juga... Keterangan dana tertahan.,anwar31489142,2018-06-13 23:53:10 SE Asia Standard Time
1006942200716984322,@DerLan_15 -- menerima produk dengan ukuran besar ya. Thanks ^Indra,tokopediacare,2018-06-13 23:51:43 SE Asia Standard Time
1006942155821199361,"@DerLan_15 -- terdapat kendala dalam pengiriman. Sehingga kami tetap menyarankan Kakak untuk dapat tetap melakukan pengiriman pesanan melalui kurir yang bekerjasama dengan Tokopedia, Saran kami Kakak dapat mencari agen kurir pengiriman Pusat agar dapat --",tokopediacare,2018-06-13 23:51:32 SE Asia Standard Time
1006942079585529856,"@DerLan_15 Kami mohon mengucapkan maaf yang sebesar-besarnya ya Kak atas kendala tersebut, Kami tetap tidak dapat menyarankan kepada Kakak untuk melakukan pengiriman dengan kurir pribadi sebab nantinya sistem kami tidak dapat melakukan pelacakan pengiriman tersebut terlebih jika nantinya --",tokopediacare,2018-06-13 23:51:14 SE Asia Standard Time
1006940212453367808,@ImamFitriatno Terima Kasih kembali ya. ^Indra,tokopediacare,2018-06-13 23:43:49 SE Asia Standard Time
1006939120931868673,"@nicepearid Untuk keluhan transaksi dengan nomor invoice INV/20180604/XVIII/VI/168635023, kami sarankan Kakak untuk klik Komplain di menu Status Pemesanan, agar kendalanya dapat diselesaikan di Pusat Resolusi ya. Thanks ^Dono",tokopediacare,2018-06-13 23:39:29 SE Asia Standard Time
1006938688352223232,@TokopediaCare Thanks infonya kakak,imamfitriatno,2018-06-13 23:37:45 SE Asia Standard Time
1006934276628189185,"@Momoruliu --di Pusat Resolusi, bisa tekan tombol Minta Bantuan yang akan muncul pada tanggal 15-06-2018 pukul 14:29 WIB, nantinya tim Resolusi kami akan hadir dan membantu menyelesaikan kendalanya ya. Thanks ^Dono",tokopediacare,2018-06-13 23:20:14 SE Asia Standard Time
1006934222270009349,"@Momoruliu Kami sarankan untuk fokuskan kendalanya di Pusat Resolusi saja ya Kak, jika Kakak mempunyai bukti yang kuat berupa foto/video kalau barang tersebut dipacking dengan rapih, bisa informasikan di Pusat Resolusi ya. Kalau nantinya masih terdapat kesulitan--",tokopediacare,2018-06-13 23:20:01 SE Asia Standard Time
1006933830291349505,"@ZakiHabsyi Hai Kak, silakan cek DM ya Kak. Thx ^Dika",tokopediacare,2018-06-13 23:18:27 SE Asia Standard Time
1006931485855703041,@TokopediaCare cek DM segera ya dan cepat diproses sebelum tgl 15 juni 2018!,zakihabsyi,2018-06-13 23:09:08 SE Asia Standard Time
1006931217009307649,"@adamlfs Untuk keluhan transaksi dengan nomor invoice INV/20180611/XVIII/VI/170913695, akan kami bantu laporkan ke tim Logistik untuk di cek lebih lanjut ya Kak, kalau nantinya sudah ada perkembangan akan kami sampaikan melalui pesan ini. Thanks ^Dono",tokopediacare,2018-06-13 23:08:04 SE Asia Standard Time
1006931189649825792,@diijun07 -- cek Saldo Tokopedia Kakak jika telah melewati waktu estimasi yang kami informasikan tersebut ya. Thanks ^Indra,tokopediacare,2018-06-13 23:07:58 SE Asia Standard Time
1006931144703729666,"@diijun07 Kami mengerti atas kekecewaan Kakak, seperti informasi sebelumnya bahwa proses pengembalian dana membutuhkan waktu 3x24 jam hari kerja sejak kami melakukan prosesnya pada tanggal 13/06/2018. Dana sebesar Rp.5.030.000 saat ini masih dalam proses pengembalian. Kakak dapat --",tokopediacare,2018-06-13 23:07:47 SE Asia Standard Time
1006930982996447232,"@prettysprairie -- pembeli Kak. Informasi lebih lengkap, Kakak dapat mengakses link dibawah ini ya. Thanks ^Dika  https://t.co/p5w2SjVaZU",tokopediacare,2018-06-13 23:07:08 SE Asia Standard Time
1006930931494645765,"@prettysprairie Bisa informasikan link produk yang ingin dibeli dan alamat tujuan Kakak, agar kami dapat melakukan pengecekan lebih lanjut ya. Sebagai informasi tambahan, kalau ongkos kirim dari pesanan melebihi nominal Gratis Ongkir dari Kupon maka sisa ongkos kirim ditanggung oleh --",tokopediacare,2018-06-13 23:06:56 SE Asia Standard Time
1006929810378063872,@burhanrosid --untuk mendapatkan keuntungan promo. sehingga Kakak tidak mendapatkan benefit promo dari transaksi tersebut. Informasi lengkapnya bisa lihat pada point N di nomor 6 pada link berikut ( https://t.co/O9OUmhtZJJ). Thanks ^Dono,tokopediacare,2018-06-13 23:02:29 SE Asia Standard Time
1006929759266369536,"@burhanrosid Mohon maaf ya Kak, sesuai dengan informasi di email dengan nomor tiket #04466644 untuk transaksi di nomor invoice IVR/20180612/XVIII/VI/58472150, terdekteksi melanggar syarat dan ketentuan di Tokopedia, pelanggaran yang dimaksud adalah partisipasi lebih dari satu akun per user--",tokopediacare,2018-06-13 23:02:17 SE Asia Standard Time
1006929715079401473,@kosasih_lina -- berkendala konfirmasi penerimaan tersebut. Thanks ^Indra,tokopediacare,2018-06-13 23:02:06 SE Asia Standard Time
1006929668564545536,@kosasih_lina -- memang Kakak berkendala untuk melakukan konfirmasi penerimaan maka Kakak dapat mencoba melakukan konfirmasi penerimaan pesanan dengan perangkat yang berbeda terlebih dahulu sebagi pembanding. Kakak juga dapat melampirkan screenshoot pada saat Kakak --,tokopediacare,2018-06-13 23:01:55 SE Asia Standard Time
1006929533877063680,"@kosasih_lina Hi Kak, mohon maaf atas kendala tersebut, apakah yang Kakak maksudkan adalah transaksi dengan nomor invoice INV/20180608/XVIII/VI/170242631 ? Jika kami cek saat ini status Transaksinya telah Delivered dimana pesanan telah diterima pada tanggal 13/06/2018 pukul 17:59 WIB. Jika --",tokopediacare,2018-06-13 23:01:23 SE Asia Standard Time
1006928567173668866,@prettysprairie @TokopediaCare Iya kalo ga salah. Diskonpun biasanya jd saldo 😁,yogiadinugraha,2018-06-13 22:57:32 SE Asia Standard Time
1006928463326949376,@yogiadinugraha @TokopediaCare Oh gitu? Masuk jadi saldo tokped?  Thank you infonya,prettysprairie,2018-06-13 22:57:08 SE Asia Standard Time
1006927575673761792,"@TokopediaCare ☺ Mohon bantuannya lagi ya Admin, saya ada kirim DM. Terima kasih.",adamlfs,2018-06-13 22:53:36 SE Asia Standard Time
1006927573123850240,@VidiTjokro sama - sama ya Kak. Dengan senang hati kami dapat membantu. Thanks ^Dono,tokopediacare,2018-06-13 22:53:35 SE Asia Standard Time
1006924349662748672,"@xgazm_ Hai Kak, sudah kami balas melalui DM. Yuk di cek kembali DM-nya. Thanks ^Dono",tokopediacare,2018-06-13 22:40:47 SE Asia Standard Time
1006922873565532162,"@SeiyaRyuzaki Untuk kendalanya masih dalam pengecekan tim back office kami ya. Kakak bisa menunggu terlebih dahulu, kalau ada perkembangan, akan segera kami sampaikan melalui pesan ini. Thanks ^Dono",tokopediacare,2018-06-13 22:34:55 SE Asia Standard Time
1006922583109971970,@klose_wahid --Kakak bisa lihat caranya pada link berikut ya ( https://t.co/EuEIwD3gye). Thanks ^Dono,tokopediacare,2018-06-13 22:33:46 SE Asia Standard Time
1006922532690198529,"@klose_wahid Kami informasikan TokoPoints adalah program loyalitas konsumen untuk Pengguna yang memungkinkan Pengguna mengumpulkan Loyalty dan Points dari transaksi yang dilakukan melalui Situs/Aplikasi. Untuk cara melakukan penukaran points menjadi kupon, (kupon Gratis Ongkir)--",tokopediacare,2018-06-13 22:33:34 SE Asia Standard Time
1006922338963615744,@TokopediaCare Ia takutny malah balik dana. Pembeli seenaknya. Penjual kalah. Pdhl packing uda pake bubble warp masi dibilang asal2an. Ampun deh  https://t.co/YKJv6pK6qC,momoruliu,2018-06-13 22:32:47 SE Asia Standard Time
1006922216016052224,@KonsumenCerdik -- sudah sesuai dengan ongkos kirim sebesar Rp. 28.000 seperti screenshot berikut :  https://t.co/DR6erlLPKt . Mohon kesediaannya untuk menunggu proses pengiriman dari pihak kurir ya Kak dan lakukan pengecekan secara berkala pada menu Status Pemesanan Kakak. Thanks ^Dika,tokopediacare,2018-06-13 22:32:18 SE Asia Standard Time
1006922161720905730,"@KonsumenCerdik Mohon maaf sebelumnya. Saat ini transaksi Kakak dengan nomor invoice INV/20180611/XVIII/VI/170775540 sedang dalam pengiriman layanan kurir J&amp;T dengan service Reguler ya Kak. Mengenai biaya pengiriman, tarif ongkos kirim Kakak dari Jakarta Pusat (penjual) ke Padang (pembeli) --",tokopediacare,2018-06-13 22:32:05 SE Asia Standard Time
1006921796380184577,@Momoruliu -- solusi hingga 3x24 jam sejak masuk Pusat Resolusi maka Kakak dapat klik tombol Minta Bantuan agar tim Resolusi kami dapat memberikan solusinya. Semoga kendala Kakak cepat terselesaikan. Thanks ^Indra,tokopediacare,2018-06-13 22:30:38 SE Asia Standard Time
1006921754659483649,"@Momoruliu Hai Kak, mohon maaf dengan kendala tersebut, kami cek saat ini transaksi sedang berada pada Pusat Resolusi dan pihak pembeli masih aktif berdiskusi dengan Kakak, karena telah masuk Pusat Resolusi maka kendala hanya dapat diselesaikan di dalamnya. Jika nantinya tidak terdapat --",tokopediacare,2018-06-13 22:30:28 SE Asia Standard Time
1006921571716423681,@TokopediaCare OK min. Terima kasih banyak,viditjokro,2018-06-13 22:29:45 SE Asia Standard Time
1006920161364971522,"@prettysprairie Bisa informasikan link produk yang ingin dibeli dan alamat tujuan Kakak, agar kami dapat melakukan pengecekan lebih lanjut ya. Thanks ^Dono",tokopediacare,2018-06-13 22:24:08 SE Asia Standard Time
1006920120285843456,@prettysprairie @TokopediaCare Free ongkirnya jadi saldo kalo ga salah,yogiadinugraha,2018-06-13 22:23:59 SE Asia Standard Time
1006919528301912064,"@mimiemiranda sama - sama ya Kak. Semoga Kakak terus mempercayai Tokopedia sebagai tempat bertransaksi online. Untuk sikap penjual di Pusat Resolusi, Kakak tidak perlu khawatir ya, saat ini tim kami sudah menindaklanjuti hal tersebut ya. Thanks ^Dono",tokopediacare,2018-06-13 22:21:37 SE Asia Standard Time
1006918974423126017,"@ipayCRAYZ -- Indonesia. Kakak dapat menunggu 1x24 jam sejak pihak penjual menyetujui solusi ya, nantinya akan muncul tombol Minta Bantuan yang dapat Kakak tekan/klik agar tim Pusat Resolusi dapat membantu Kakak untuk memberikan solusi penyelesaian atas kendala tersebut. Thanks ^Dika",tokopediacare,2018-06-13 22:19:25 SE Asia Standard Time
1006918934359105536,"@ipayCRAYZ -- mendapatkan konfirmasi, proses investigasi dari PT Asuransi Tokio Marine, selama 1×24 jam kerja setelah dokumen klaim di serahkan Untuk kasus barang Rusak proses investigasi adalah 1×24 jam kerja semenjak seluruh dokumen di serahkan kepada pihak PT Asuransi Tokio Marine --",tokopediacare,2018-06-13 22:19:16 SE Asia Standard Time
1006918813269549062,"@ipayCRAYZ Mohon maaf sebelumnya. Saat ini kendala Kakak sudah masuk ke Pusat Resolusi guna penanganannya ya Kak. Untuk kasus barang hilang, Tokopedia akan meminta konfirmasi kehilangan dari pihak ekspedisi pengiriman terkait (7 hari kalendar untuk pengiriman Regular). Setelah --",tokopediacare,2018-06-13 22:18:47 SE Asia Standard Time
1006917674088173568,"@sylwuw --pembayaran tidak diteruskan ke penjual, hingga permasalahan diselesaikan. Kemudian Kakak dapat mendiskusikannya dengan penjual di Pusat Resolusi ya. Thanks ^Dono",tokopediacare,2018-06-13 22:14:15 SE Asia Standard Time
1006917624540823552,"@sylwuw --mengupdate nomor resinya, bisa menunggu dan silakan melakukan pengecekan berkala pada menu Status Pemesanannya ya. Kalau dalam waktu tersebut pesanan masih belum dapat dilacak/tracker invalid, Kakak bisa klik ""Komplain"" di halaman Status Pemesanan, sehingga--",tokopediacare,2018-06-13 22:14:03 SE Asia Standard Time
1006916807658106881,"@TokopediaCare Jangan lama-lama dong pengembalian dananya, tolong itu biaya ongkir dan asuransi juga dikembalikan total Rp 5.030.000 yang dibayarkan pembeli saya, Supaya tidak ada yang dirugikan, Karena transaksi gagal gara2 fake delivered.",ksatriajun,2018-06-13 22:10:49 SE Asia Standard Time
1006915028618862592,@TokopediaCare maaf njing tokopoint apa yang dimaksud ? bisa tolong dijelaskan dan cara menggunakan gratis biaya kirim tokopoint !,klose_wahid,2018-06-13 22:03:45 SE Asia Standard Time
1006914054307209218,@TokopediaCare saya mau mengkonfirmasi pesanan barang saya dari toko King Queen Shop yg sdh saya terima tp sy terkendala utk lakukan konfirmasi dr akun tokped saya an Lina kosasih dan hrs nunggu 57 jam lagi,kosasih_lina,2018-06-13 21:59:52 SE Asia Standard Time
1006913826099380225,"@TokopediaCare Bisa dilihat total pembayaran tidak berubah, padahal harga barang hanya 214.000  https://t.co/U2kjDRtTdy",prettysprairie,2018-06-13 21:58:58 SE Asia Standard Time
1006913577108664320,"@TokopediaCare masalahnya kurir konvensional tdk ada yg mau menerima kiriman dr toko kami, krn produk kami bunga papan, gimana ya?",derlan_15,2018-06-13 21:57:58 SE Asia Standard Time
1006913305066127361,@TokopediaCare Terima kasih atas penutupan issur refund. Namun untuk sanksi pelanggaran seller atas Ketentuan Tokopedia Huruf J Point 1 bagaimana ya? Saya sudah tersakiti secara mental atas kata2 kasar yang seller lontarkan terhadap saya.,mimiemiranda,2018-06-13 21:56:54 SE Asia Standard Time
1006912861220696064,@TokopediaCare INV/20180606/XVIII/VI/169580012,ipayiqbal_,2018-06-13 21:55:08 SE Asia Standard Time
1006909963686612992,@_stockist_nasa Silakan menunggu informasi lebih lanjut dari tim terkait kami di Pusat Resolusi ya Kak. Kakak juga dapat menghubungi pihak Tiki secara langsung di nomor telepon 1500 125 atau melalui email tiki@tiki.id untuk menanyakan perihal kendala yang terjadi. Trims ^Juki,tokopediacare,2018-06-13 21:43:37 SE Asia Standard Time
1006909323543482368,"@mimiemiranda Untuk transaksi INV/20180428/XVIII/IV/155490111, saat ini komplain sudah ditutup oleh tim Resolusi kami dengan pengembalian dana kepada Kakak. Yuk dicek kembali TokoCash Kakak, terkait sikap penjual pada Pusat Resolusi sudah ditindak lanjuti oleh tim Resolusi kami. Thx ^Dinar",tokopediacare,2018-06-13 21:41:04 SE Asia Standard Time
1006909269831274497,"@DerLan_15 Untuk pengiriman kurir pribadi di Tokopedia untuk saat ini belum dapat dilakukan ya Kak, kami sarankan Kakak menggunakan kurir pengiriman yang tersedia di Tokopedia sesuai dengan Syarat dan Ketentuan yang ada di Tokopedia. Thanks ^Joko",tokopediacare,2018-06-13 21:40:52 SE Asia Standard Time
1006909256019431425,@komputertua Terima kasih sudah menunggu. Saat ini tim Resolusi sudah merespons kendalanya dan bisa cek pada halaman Pusat Resolusi ya Kak. ^Ciko,tokopediacare,2018-06-13 21:40:48 SE Asia Standard Time
1006908798571831296,"@son0412 Halo Kak, maaf atas ketidaknyamanannya. Untuk kendala Kakak saat ini kami akan teruskan kepada tim Logistik untuk dilakukan pengecekan lebih lanjut jika sudah ada perkembangan akan kami informasikan melalui pesan ini ya. Thanks ^Joko",tokopediacare,2018-06-13 21:38:59 SE Asia Standard Time
1006908206046679040,@diijun07 -- 3x24 jam di hari kerja ya Kak. Trims ^Juki,tokopediacare,2018-06-13 21:36:38 SE Asia Standard Time
1006908164829310978,"@diijun07 Apabila seperti itu, saat ini kami telah memproses pengembalian dana atas transaksi tersebut ke Saldo Tokopedia pihak pembeli dan kami sarankan Kakak untuk menghubungi pihak pembeli agar dapat melakukan pemesanan ulang. Proses pengembalian dana membutuhkan waktu --",tokopediacare,2018-06-13 21:36:28 SE Asia Standard Time
1006907954380070913,@MeryTheng -- mendiskusikan kendalanya dengan penjual melalui Fitur Pesan. Thanks ^Joko,tokopediacare,2018-06-13 21:35:38 SE Asia Standard Time
1006907918531416064,"@MeryTheng Terima kasih telah menunggu, saat ini kendala Kakak sudah dibantu penyelesaiannya pada Pusat Resolusi dengan pengembalian dana sebesar Rp 10.000 silakan cek kembali untuk detail penyelesaiannya pada Pusat Resolusi kami juga sarankan Kakak untuk --",tokopediacare,2018-06-13 21:35:29 SE Asia Standard Time
1006907514829639680,"@TokopediaCare berarti jika pengiriman memakai kurir pribadi opsinya harus bagaimana, apakah pilih yg instan kurir seperti gosend?",derlan_15,2018-06-13 21:33:53 SE Asia Standard Time
1006907049341485056,"@DerLan_15 Halo Kak, untuk saat ini penjualan di Tokopedia harus menggunakan kurir pengiriman yang tersedia di Tokopedia agar nantinya tidak terjadi kendala pada transaksi penjualan Kakak. Thanks ^Joko",tokopediacare,2018-06-13 21:32:02 SE Asia Standard Time
1006905407732740096,"@JNE_ID @JNECare no resi 0157351800367805, tlg segera diupdate statusnya menjadi sukses deluvered kembali ke pengirim,dana saya digantung @TokopediaCare @tokopedia  gara-gara status resi ini dibiarkan dan digantung kalian tanpa update",son0412,2018-06-13 21:25:31 SE Asia Standard Time
1006904654779650055,"@TokopediaCare saya mau jualan di tokped tapi pakai kurir pribadi, bagaimana ya caranya soalnya tanpa resi.",derlan_15,2018-06-13 21:22:31 SE Asia Standard Time
1006904550731595782,@TokopediaCare Ini kok dana nya kepotong ongkir dan asuransi? Kan kena fake delivered alias pick up batal! Masa dipotong sih? Tolong direvisi  https://t.co/jX7JJhh2Or,ksatriajun,2018-06-13 21:22:06 SE Asia Standard Time
1006904065203171329,"@TokopediaCare iya sudah, terus itu saya harus terima solusi atau nunggu info dr pihak Tokopedia",ofc_nasa,2018-06-13 21:20:11 SE Asia Standard Time
1006903925713272832,"@VidiTjokro Baik Kak, Dinar bantu jadwalkan untuk pencarian driver kembali pada esok hari pukul 09.00 WIB ya. Terima kasih,",tokopediacare,2018-06-13 21:19:37 SE Asia Standard Time
1006903574004002821,@TokopediaCare Saya gak mau ngirim barang tanpa prantara tokopedia! Tolong batalkan saja.,ksatriajun,2018-06-13 21:18:14 SE Asia Standard Time
